[2024-01-31T18:01:39.983Z] Starting monitor process...
[2024-01-31T18:10:40.423Z] Received message: []
[2024-01-31T18:11:40.425Z] Received message: []
[2024-01-31T18:12:40.427Z] Received message: []
[2024-01-31T18:13:40.431Z] Received message: []
[2024-01-31T18:14:40.434Z] Received message: []
[2024-01-31T18:15:40.438Z] Received message: []
[2024-01-31T18:16:40.441Z] Received message: []
[2024-01-31T18:17:40.447Z] Received message: []
[2024-01-31T18:18:40.451Z] Received message: []
[2024-01-31T18:19:40.455Z] Received message: []
[2024-01-31T18:20:40.459Z] Received message: []
[2024-01-31T18:21:40.463Z] Received message: []
[2024-01-31T18:22:40.465Z] Received message: []
[2024-01-31T18:23:40.469Z] Received message: []
[2024-01-31T18:24:40.472Z] Received message: []
[2024-01-31T18:25:40.476Z] Received message: []
[2024-01-31T18:26:40.480Z] Received message: []
[2024-01-31T18:27:40.483Z] Received message: []
[2024-01-31T18:28:40.486Z] Received message: []
[2024-01-31T18:29:40.490Z] Received message: []
[2024-01-31T18:30:40.493Z] Received message: []
[2024-01-31T18:31:40.496Z] Received message: []
[2024-01-31T18:32:40.499Z] Received message: []
[2024-01-31T18:33:40.501Z] Received message: []
[2024-01-31T18:34:40.504Z] Received message: []
[2024-01-31T18:35:40.507Z] Received message: []
[2024-01-31T18:36:40.511Z] Received message: []
[2024-01-31T18:37:40.514Z] Received message: []
[2024-01-31T18:38:40.518Z] Received message: []
[2024-01-31T18:39:40.521Z] Received message: []
[2024-01-31T18:40:40.525Z] Received message: []
[2024-01-31T18:41:40.528Z] Received message: []
[2024-01-31T18:42:40.532Z] Received message: []
[2024-01-31T18:43:40.535Z] Received message: []
[2024-01-31T18:44:40.537Z] Received message: []
[2024-01-31T18:45:40.540Z] Received message: []
[2024-01-31T18:46:40.544Z] Received message: []
[2024-01-31T18:47:40.552Z] Received message: []
[2024-01-31T18:48:40.556Z] Received message: []
[2024-01-31T18:49:40.560Z] Received message: []
[2024-01-31T18:50:40.564Z] Received message: []
[2024-01-31T18:51:40.569Z] Received message: []
[2024-01-31T18:52:40.573Z] Received message: []
[2024-01-31T18:53:40.576Z] Received message: []
[2024-01-31T18:54:40.579Z] Received message: []
[2024-01-31T18:55:40.583Z] Received message: []
[2024-01-31T18:56:40.587Z] Received message: []
[2024-01-31T18:57:40.593Z] Received message: []
[2024-01-31T18:58:40.598Z] Received message: []
[2024-01-31T18:59:40.603Z] Received message: []
[2024-01-31T19:00:40.606Z] Received message: []
[2024-01-31T19:01:40.608Z] Received message: []
[2024-01-31T19:02:40.610Z] Received message: []
[2024-01-31T19:03:40.610Z] Received message: []
[2024-01-31T19:04:40.612Z] Received message: []
[2024-01-31T19:05:40.615Z] Received message: []
[2024-01-31T19:06:40.616Z] Received message: []
[2024-01-31T19:07:40.617Z] Received message: []
[2024-01-31T19:08:40.619Z] Received message: []
[2024-01-31T19:09:40.621Z] Received message: []
[2024-01-31T19:10:40.625Z] Received message: []
[2024-01-31T19:11:40.630Z] Received message: []
[2024-01-31T19:12:40.636Z] Received message: []
[2024-01-31T19:13:40.641Z] Received message: []
[2024-01-31T19:14:40.648Z] Received message: []
[2024-01-31T19:15:40.654Z] Received message: []
[2024-01-31T19:16:40.658Z] Received message: []
[2024-01-31T19:17:40.661Z] Received message: []
[2024-01-31T19:18:40.665Z] Received message: []
[2024-01-31T19:19:40.670Z] Received message: []
[2024-01-31T19:20:40.673Z] Received message: []
[2024-01-31T19:21:40.677Z] Received message: []
[2024-01-31T19:22:40.681Z] Received message: []
[2024-01-31T19:23:40.685Z] Received message: []
[2024-01-31T19:24:40.689Z] Received message: []
[2024-01-31T19:25:40.693Z] Received message: []
[2024-01-31T19:26:40.700Z] Received message: []
[2024-01-31T19:27:40.704Z] Received message: []
[2024-01-31T19:28:40.707Z] Received message: []
[2024-01-31T19:29:40.711Z] Received message: []
[2024-01-31T19:30:40.715Z] Received message: []
[2024-01-31T19:31:40.718Z] Received message: []
[2024-01-31T19:32:40.722Z] Received message: []
[2024-01-31T19:33:40.728Z] Received message: []
[2024-01-31T19:34:40.730Z] Received message: []
[2024-01-31T19:35:40.733Z] Received message: []
[2024-01-31T19:36:40.737Z] Received message: []
[2024-01-31T19:37:40.741Z] Received message: []
[2024-01-31T19:38:40.743Z] Received message: []
[2024-01-31T19:39:40.744Z] Received message: []
[2024-01-31T19:40:40.745Z] Received message: []
[2024-01-31T19:41:40.747Z] Received message: []
[2024-01-31T19:42:40.748Z] Received message: []
[2024-01-31T19:43:40.750Z] Received message: []
[2024-01-31T19:44:40.753Z] Received message: []
[2024-01-31T19:45:40.756Z] Received message: []
[2024-01-31T19:46:40.759Z] Received message: []
[2024-01-31T19:47:40.762Z] Received message: []
[2024-01-31T19:48:40.765Z] Received message: []
[2024-01-31T19:49:40.772Z] Received message: []
[2024-01-31T19:50:40.776Z] Received message: []
[2024-01-31T19:51:40.779Z] Received message: []
[2024-01-31T19:52:40.783Z] Received message: []
[2024-01-31T19:53:40.792Z] Received message: []
[2024-01-31T19:54:40.796Z] Received message: []
[2024-01-31T19:55:40.800Z] Received message: []
[2024-01-31T19:56:40.803Z] Received message: []
[2024-01-31T19:57:40.807Z] Received message: []
[2024-01-31T19:58:40.812Z] Received message: []
[2024-01-31T19:59:40.818Z] Received message: []
[2024-01-31T20:00:40.821Z] Received message: []
[2024-01-31T20:01:40.826Z] Received message: []
[2024-01-31T20:02:40.829Z] Received message: []
[2024-01-31T20:03:40.832Z] Received message: []
[2024-01-31T20:04:40.836Z] Received message: []
[2024-01-31T20:05:40.840Z] Received message: []
[2024-01-31T20:06:40.846Z] Received message: []
[2024-01-31T20:07:40.856Z] Received message: []
[2024-01-31T20:08:40.867Z] Received message: []
[2024-01-31T20:09:40.871Z] Received message: []
[2024-01-31T20:10:40.877Z] Received message: []
[2024-01-31T20:11:40.882Z] Received message: []
[2024-01-31T20:12:40.890Z] Received message: []
[2024-01-31T20:13:40.898Z] Received message: []
[2024-01-31T20:14:40.906Z] Received message: []
[2024-01-31T20:15:40.911Z] Received message: []
[2024-01-31T20:16:40.919Z] Received message: []
[2024-01-31T20:17:40.924Z] Received message: []
[2024-01-31T20:18:40.931Z] Received message: []
[2024-01-31T20:19:40.938Z] Received message: []
[2024-01-31T20:20:40.946Z] Received message: []
[2024-01-31T20:21:40.954Z] Received message: []
[2024-01-31T20:22:40.962Z] Received message: []
[2024-01-31T20:23:40.965Z] Received message: []
[2024-01-31T20:24:40.972Z] Received message: []
[2024-01-31T20:25:40.978Z] Received message: []
[2024-01-31T20:26:40.986Z] Received message: []
[2024-01-31T20:27:40.995Z] Received message: []
[2024-01-31T20:28:41.002Z] Received message: []
[2024-01-31T20:29:41.011Z] Received message: []
[2024-01-31T20:30:41.018Z] Received message: []
[2024-01-31T21:29:08.656Z] Received message: []
[2024-01-31T21:30:08.660Z] Received message: []
[2024-01-31T21:31:08.665Z] Received message: []
[2024-01-31T21:32:08.671Z] Received message: []
[2024-01-31T21:33:08.677Z] Received message: []
[2024-01-31T21:34:08.682Z] Received message: []
[2024-01-31T21:35:08.690Z] Received message: []
[2024-01-31T21:36:08.697Z] Received message: []
[2024-01-31T21:37:08.704Z] Received message: []
[2024-01-31T21:38:08.710Z] Received message: []
[2024-01-31T21:39:08.716Z] Received message: []
[2024-01-31T21:40:08.722Z] Received message: []
[2024-01-31T21:41:08.726Z] Received message: []
[2024-01-31T21:42:08.732Z] Received message: []
[2024-01-31T21:43:08.739Z] Received message: []
[2024-01-31T21:44:08.745Z] Received message: []
[2024-01-31T21:45:08.753Z] Received message: []
[2024-01-31T21:46:08.758Z] Received message: []
[2024-01-31T21:47:08.765Z] Received message: []
[2024-01-31T21:48:08.772Z] Received message: []
[2024-01-31T21:49:08.778Z] Received message: []
[2024-01-31T21:50:08.785Z] Received message: []
[2024-01-31T21:51:08.791Z] Received message: []
[2024-01-31T21:52:08.797Z] Received message: []
[2024-01-31T21:53:08.803Z] Received message: []
[2024-01-31T21:54:08.808Z] Received message: []
[2024-01-31T21:55:08.814Z] Received message: []
[2024-01-31T21:56:08.819Z] Received message: []
[2024-01-31T21:57:08.826Z] Received message: []
[2024-01-31T21:58:08.833Z] Received message: []
[2024-01-31T21:59:08.838Z] Received message: []
[2024-01-31T22:00:08.845Z] Received message: []
[2024-01-31T22:01:08.849Z] Received message: []
[2024-01-31T22:02:08.854Z] Received message: []
[2024-01-31T22:03:08.857Z] Received message: []
[2024-01-31T22:04:08.862Z] Received message: []
[2024-01-31T22:05:08.866Z] Received message: []
[2024-01-31T22:06:08.869Z] Received message: []
[2024-01-31T22:07:08.875Z] Received message: []
[2024-01-31T22:08:08.880Z] Received message: []
[2024-01-31T22:09:08.887Z] Received message: []
[2024-01-31T22:10:08.894Z] Received message: []
[2024-01-31T22:11:08.901Z] Received message: []
[2024-01-31T22:12:08.906Z] Received message: []
[2024-01-31T22:13:08.911Z] Received message: []
[2024-01-31T22:14:08.918Z] Received message: []
[2024-01-31T22:15:08.926Z] Received message: []
[2024-01-31T22:16:08.932Z] Received message: []
[2024-01-31T22:17:08.938Z] Received message: []
[2024-01-31T22:18:08.941Z] Received message: []
[2024-01-31T22:19:08.946Z] Received message: []
[2024-01-31T22:20:08.950Z] Received message: []
[2024-01-31T22:21:08.956Z] Received message: []
[2024-01-31T22:22:08.962Z] Received message: []
[2024-01-31T22:23:08.967Z] Received message: []
[2024-01-31T22:24:08.973Z] Received message: []
[2024-01-31T22:25:08.980Z] Received message: []
[2024-01-31T22:26:08.986Z] Received message: []
[2024-01-31T22:27:08.993Z] Received message: []
[2024-01-31T22:28:08.998Z] Received message: []
[2024-01-31T22:29:09.003Z] Received message: []
[2024-01-31T22:30:09.009Z] Received message: []
[2024-01-31T22:31:09.016Z] Received message: []
[2024-01-31T22:32:09.022Z] Received message: []
[2024-01-31T22:33:09.025Z] Received message: []
[2024-01-31T22:34:09.031Z] Received message: []
[2024-01-31T22:35:09.038Z] Received message: []
[2024-01-31T22:36:09.043Z] Received message: []
[2024-01-31T22:37:09.048Z] Received message: []
[2024-01-31T22:38:09.055Z] Received message: []
[2024-01-31T22:39:09.060Z] Received message: []
[2024-01-31T22:40:09.066Z] Received message: []
[2024-01-31T22:41:09.073Z] Received message: []
[2024-01-31T22:42:09.080Z] Received message: []
[2024-01-31T22:43:09.086Z] Received message: []
[2024-01-31T22:44:09.091Z] Received message: []
[2024-01-31T22:45:09.095Z] Received message: []
[2024-01-31T22:46:09.100Z] Received message: []
[2024-01-31T22:47:09.106Z] Received message: []
[2024-01-31T22:48:09.109Z] Received message: []
[2024-01-31T22:49:09.116Z] Received message: []
[2024-01-31T22:50:09.122Z] Received message: []
[2024-01-31T22:51:09.125Z] Received message: []
[2024-01-31T22:52:09.130Z] Received message: []
[2024-01-31T22:53:09.138Z] Received message: []
[2024-01-31T22:54:09.142Z] Received message: []
[2024-01-31T22:55:09.145Z] Received message: []
[2024-01-31T22:56:09.151Z] Received message: []
[2024-01-31T22:57:09.154Z] Received message: []
[2024-01-31T22:58:09.160Z] Received message: []
[2024-01-31T22:59:09.166Z] Received message: []
[2024-01-31T23:00:09.171Z] Received message: []
[2024-01-31T23:01:09.176Z] Received message: []
[2024-01-31T23:02:09.182Z] Received message: []
[2024-01-31T23:03:09.186Z] Received message: []
[2024-01-31T23:04:09.191Z] Received message: []
[2024-01-31T23:05:09.193Z] Received message: []
[2024-01-31T23:06:09.198Z] Received message: []
[2024-01-31T23:07:09.204Z] Received message: []
[2024-01-31T23:08:09.211Z] Received message: []
[2024-01-31T23:09:09.217Z] Received message: []
[2024-01-31T23:10:09.221Z] Received message: []
[2024-01-31T23:11:09.228Z] Received message: []
[2024-01-31T23:12:09.232Z] Received message: []
[2024-01-31T23:13:09.237Z] Received message: []
[2024-01-31T23:14:09.240Z] Received message: []
[2024-01-31T23:15:09.242Z] Received message: []
[2024-01-31T23:16:09.248Z] Received message: []
[2024-01-31T23:17:09.254Z] Received message: []
[2024-01-31T23:18:09.257Z] Received message: []
[2024-01-31T23:19:09.263Z] Received message: []
[2024-01-31T23:20:09.267Z] Received message: []
[2024-01-31T23:21:09.271Z] Received message: []
[2024-01-31T23:22:09.275Z] Received message: []
[2024-01-31T23:23:09.278Z] Received message: []
[2024-01-31T23:24:09.281Z] Received message: []
[2024-01-31T23:25:09.285Z] Received message: []
[2024-01-31T23:26:09.291Z] Received message: []
[2024-01-31T23:27:09.296Z] Received message: []
[2024-01-31T23:28:09.301Z] Received message: []
[2024-01-31T23:29:09.306Z] Received message: []
[2024-01-31T23:30:09.310Z] Received message: []
[2024-01-31T23:31:09.314Z] Received message: []
[2024-01-31T23:32:09.319Z] Received message: []
[2024-01-31T23:33:09.323Z] Received message: []
[2024-01-31T23:34:09.326Z] Received message: []
[2024-01-31T23:35:09.331Z] Received message: []
[2024-01-31T23:36:09.335Z] Received message: []
[2024-01-31T23:37:09.341Z] Received message: []
[2024-01-31T23:38:09.346Z] Received message: []
[2024-01-31T23:39:09.351Z] Received message: []
[2024-01-31T23:40:09.358Z] Received message: []
[2024-01-31T23:41:09.364Z] Received message: []
[2024-01-31T23:42:09.370Z] Received message: []
[2024-01-31T23:43:09.374Z] Received message: []
[2024-01-31T23:44:09.379Z] Received message: []
[2024-01-31T23:45:09.383Z] Received message: []
[2024-01-31T23:46:09.389Z] Received message: []
[2024-01-31T23:47:09.393Z] Received message: []
[2024-01-31T23:48:09.398Z] Received message: []
[2024-01-31T23:49:09.402Z] Received message: []
[2024-01-31T23:50:09.407Z] Received message: []
[2024-01-31T23:51:09.409Z] Received message: []
[2024-01-31T23:52:09.414Z] Received message: []
[2024-01-31T23:53:09.420Z] Received message: []
[2024-01-31T23:54:09.425Z] Received message: []
[2024-01-31T23:55:09.431Z] Received message: []
[2024-01-31T23:56:09.433Z] Received message: []
[2024-01-31T23:57:09.438Z] Received message: []
[2024-01-31T23:58:09.445Z] Received message: []
[2024-01-31T23:59:09.449Z] Received message: []
[2024-02-01T00:00:09.454Z] Received message: []
[2024-02-01T00:01:09.461Z] Received message: []
[2024-02-01T00:02:09.467Z] Received message: []
[2024-02-01T00:03:09.473Z] Received message: []
[2024-02-01T00:04:09.477Z] Received message: []
[2024-02-01T00:05:09.480Z] Received message: []
[2024-02-01T00:06:09.484Z] Received message: []
[2024-02-01T00:07:09.489Z] Received message: []
[2024-02-01T00:08:09.495Z] Received message: []
[2024-02-01T00:09:09.500Z] Received message: []
[2024-02-01T00:10:09.505Z] Received message: []
[2024-02-01T00:11:09.509Z] Received message: []
[2024-02-01T00:12:09.515Z] Received message: []
[2024-02-01T00:13:09.519Z] Received message: []
[2024-02-01T00:14:09.523Z] Received message: []
